image_path,yellow_pct,dark_pct
../data/raw/banana_set_large\20230213_083257_jpg.rf.03665026ec57105d83354cc3e9bad9a6.jpg,1.5,80.2
../data/raw/banana_set_large\20230213_083316_jpg.rf.e6c5e79b1179021c80c567fc0f3c1792.jpg,14.2,86.9
../data/raw/banana_set_large\20230213_083323_jpg.rf.5a09dbcb582f696145f60014c416dc3c.jpg,17.4,68.0
../data/raw/banana_set_large\20230213_083343_jpg.rf.c9a04393f5a069d06d79cbf37bde53b4.jpg,10.9,75.6
../data/raw/banana_set_large\20230213_083347_jpg.rf.f7bbec8c9b85a35b8c8dfe52d6905b03.jpg,13.5,76.0
../data/raw/banana_set_large\20230213_083352_jpg.rf.9126d7d7aa6a2736983e0500b05e11b3.jpg,5.8,92.2
../data/raw/banana_set_large\20230213_083401_jpg.rf.8fbcf5b46ac53a64baa468eef25bd3ed.jpg,13.9,61.9
../data/raw/banana_set_large\20230213_083401_jpg.rf.ea7869de8241cc014e808e4b0e03a6ea.jpg,11.5,94.5
../data/raw/banana_set_large\20230213_083405_jpg.rf.ed21bf3cbde2a1f2f93d0ce0850df9b4.jpg,42.8,83.9
../data/raw/banana_set_large\20230213_083410_jpg.rf.64d46dadf05161d90e62130e862c21c5.jpg,36.8,79.7
../data/raw/banana_set_large\20230213_083413_jpg.rf.3bbe3918f2ab403290189a4432e26a6a.jpg,17.5,83.6
../data/raw/banana_set_large\20230213_083415_jpg.rf.535c0b5e25a61be1619e31d97341207d.jpg,27.9,71.6
../data/raw/banana_set_large\20230213_083419_jpg.rf.15b898fac28bd5737d53416df5d48fa4.jpg,18.2,68.3
../data/raw/banana_set_large\20230213_083424_jpg.rf.228586a177d5a2cf507401e33a76cd11.jpg,27.8,77.9
../data/raw/banana_set_large\20230213_083435_jpg.rf.3aefbcb60eae5edcb2e10bd0647ca219.jpg,26.6,74.9
../data/raw/banana_set_large\20230213_083635_jpg.rf.262435de41cbb723b7d55fba8ca4744b.jpg,31.1,59.7
../data/raw/banana_set_large\20230213_083640_jpg.rf.147233b66f632a711e82ba316c034a82.jpg,57.7,74.5
../data/raw/banana_set_large\20230213_083659_jpg.rf.8434a3506f2c5fffb4b67eed3037a734.jpg,10.1,19.7
../data/raw/banana_set_large\20230213_083704_jpg.rf.7bef2ec3d4b3faeb09910e4510665665.jpg,17.1,11.4
../data/raw/banana_set_large\20230213_083707_jpg.rf.944a6ced639c5b304a129a223638efed.jpg,19.2,22.3
../data/raw/banana_set_large\20230213_083711_jpg.rf.337afceb5c942cefa87a2946454d3ecc.jpg,15.8,12.2
../data/raw/banana_set_large\20230213_083712_jpg.rf.783f3b99592c06255ca57e2a2fb9dfac.jpg,11.5,38.2
../data/raw/banana_set_large\20230213_083715_jpg.rf.17b5191ce6a4a822cc9d862726771c1c.jpg,12.6,10.2
../data/raw/banana_set_large\20230213_083718_jpg.rf.1c71fd96244a0b997ba7689cffaa191c.jpg,8.4,15.8
../data/raw/banana_set_large\20230213_083722_jpg.rf.9bc1493a74738817da69a4460153c1f9.jpg,10.8,8.5
../data/raw/banana_set_large\20230213_083726_jpg.rf.ab4b4c68b4bb1581f926259455ea6755.jpg,14.0,8.1
../data/raw/banana_set_large\20230213_083732_jpg.rf.5a08b54508c8a147285b6e2b37d27f0e.jpg,12.2,8.1
../data/raw/banana_set_large\20230213_083742_jpg.rf.02bed60be4eef1dff15dbbbb5a1b6161.jpg,8.9,76.9
../data/raw/banana_set_large\20230213_083749_jpg.rf.6ecab18d6ee163e1d3872da9bacbc647.jpg,10.9,80.2
../data/raw/banana_set_large\20230213_083757_jpg.rf.fc281da9c852ec554ec7ee16dd458950.jpg,9.0,49.2
../data/raw/banana_set_large\20230213_083848_jpg.rf.86ebfbb4508025c5b2c60f4503f80d5f.jpg,8.2,55.7
../data/raw/banana_set_large\20230213_083859_jpg.rf.4ba3354e997f8ee2a464ee28da0c0d94.jpg,16.1,71.7
../data/raw/banana_set_large\20230213_083906_jpg.rf.6209bd3182ef2270f0026482be133380.jpg,10.4,55.1
../data/raw/banana_set_large\20230213_083911_jpg.rf.58b1a215d40a2cff738f50421ac45626.jpg,13.1,68.6
../data/raw/banana_set_large\20230213_083918_jpg.rf.795d71acb0bdfaeb16d16e03ca843f92.jpg,13.4,63.7
../data/raw/banana_set_large\20230213_083923_jpg.rf.65cc6a930c8e4f42ceab691fd1f80e6e.jpg,15.0,75.0
../data/raw/banana_set_large\20230213_083936_jpg.rf.1a6c12346c5b941fb9de827934946d6b.jpg,12.2,72.7
../data/raw/banana_set_large\20230213_084114_jpg.rf.6c84facdacdb2839c0147fd44c7d1cb4.jpg,5.5,48.7
../data/raw/banana_set_large\20230213_084118_jpg.rf.ce35e254f4380eb5649ce36f74c52a20.jpg,15.1,44.2
../data/raw/banana_set_large\20230213_084126_jpg.rf.1760f54b6714a21d53db2c221d8ea23b.jpg,5.3,47.3
../data/raw/banana_set_large\20230213_084128_jpg.rf.7c6a6841edc758cb2197544144c73dfa.jpg,10.6,37.3
../data/raw/banana_set_large\20230213_084134_jpg.rf.c59c3c22f7f6ae902de403cc2664602c.jpg,9.0,65.8
../data/raw/banana_set_large\20230213_084220_jpg.rf.b321bb8518e444aff8bdff931766fb7a.jpg,20.0,72.3
../data/raw/banana_set_large\20230213_084221_jpg.rf.d812999368e3b064ad666d5e3ed77652.jpg,5.2,14.5
../data/raw/banana_set_large\20230213_084230_jpg.rf.011c435ff2f017295d0e5ab784ca99d2.jpg,6.3,18.4
../data/raw/banana_set_large\20230213_084238_jpg.rf.26614f1dce6c1488b3c1bb35189602df.jpg,3.1,24.1
../data/raw/banana_set_large\20230213_084238_jpg.rf.3923ecef16e240c863f5b856618e75c4.jpg,5.3,16.8
../data/raw/banana_set_large\20230213_084244_jpg.rf.133dad4f7d988509e3800153bd009df1.jpg,9.7,28.7
../data/raw/banana_set_large\20230213_084247_jpg.rf.c2b7c5489abbf181b8df56843b6c4de5.jpg,7.4,14.7
../data/raw/banana_set_large\20230213_084251_jpg.rf.c68755afcb256508f10796848aa0e832.jpg,31.1,5.7
../data/raw/banana_set_large\20230213_084256_jpg.rf.947c3b74b0a1c60dda36565a9564a4c0.jpg,6.1,15.0
../data/raw/banana_set_large\20230213_084257_jpg.rf.dea67170da9774624f3f2c2993222cb5.jpg,5.4,17.7
../data/raw/banana_set_large\20230213_084302_jpg.rf.3e4aff1fcf7bf9c37773e231145647b7.jpg,6.2,32.7
../data/raw/banana_set_large\20230213_084305_jpg.rf.6bf1791396a406e0d27e077277dd39af.jpg,32.5,7.4
../data/raw/banana_set_large\20230213_084308_jpg.rf.f47998c6e496cde39eceae2048102462.jpg,5.9,32.2
../data/raw/banana_set_large\20230213_084312_jpg.rf.281ca1d6ae5bf5f7dc7acf744a521b3e.jpg,14.5,8.4
../data/raw/banana_set_large\20230213_084317_jpg.rf.20fefd3a38fad65fb3d1f7ee59717d63.jpg,13.0,22.9
../data/raw/banana_set_large\20230213_084326_jpg.rf.73cb1c417d120ce859157d3d079d7944.jpg,29.6,11.4
../data/raw/banana_set_large\20230213_084330_jpg.rf.cb5508361252b73f1ad1719a8a380de4.jpg,6.5,16.8
../data/raw/banana_set_large\20230213_084335_jpg.rf.c18e59c44fe2a292084f0a21323d4ad3.jpg,6.1,24.2
../data/raw/banana_set_large\20230213_084336_jpg.rf.665ba7b8a2fd268254f046cbfbb383d9.jpg,7.7,22.7
../data/raw/banana_set_large\20230213_084336_jpg.rf.cbacd1131906b4246e7855337e9263d5.jpg,38.1,13.3
../data/raw/banana_set_large\20230213_084342_jpg.rf.6c9da3197a47e43a58dcef9db50a2a74.jpg,12.5,24.2
../data/raw/banana_set_large\20230213_084344_jpg.rf.90f25ef057a7b017d5660840579bd907.jpg,6.2,18.7
../data/raw/banana_set_large\20230213_084345_jpg.rf.a5d6812abd92cc9c8a48d832b59a409d.jpg,26.7,10.3
../data/raw/banana_set_large\20230213_084352_jpg.rf.619afdb5406e495a356150b3eb083a56.jpg,6.7,18.2
../data/raw/banana_set_large\20230213_084356_jpg.rf.ef261d3edba137ad5db75f4e5371e789.jpg,20.8,9.5
../data/raw/banana_set_large\20230213_084359_jpg.rf.07f7ff1a397725561a39c450690d0b96.jpg,10.6,37.7
../data/raw/banana_set_large\20230213_084404_jpg.rf.bd0b4ddddb71382fe9d7f8a2828dc5ce.jpg,20.8,14.6
../data/raw/banana_set_large\20230213_084406_jpg.rf.dd0c8dee4f9f46a5533e44a71ec29bdc.jpg,6.8,14.8
../data/raw/banana_set_large\20230213_084408_jpg.rf.34629e90645f7d3fdf5cdd1e45373744.jpg,17.1,28.5
../data/raw/banana_set_large\20230213_084440_jpg.rf.c81152d598142fb4b67246430fc14668.jpg,5.2,29.3
../data/raw/banana_set_large\20230213_084445_jpg.rf.913c97bd1462aa37a0380c2f579f0097.jpg,7.7,28.4
../data/raw/banana_set_large\20230213_084452_jpg.rf.385e8f572f46633809f67770ccd04c72.jpg,9.0,27.5
../data/raw/banana_set_large\20230213_084654_jpg.rf.4751102a6815314487420154508ad0af.jpg,6.7,11.4
../data/raw/banana_set_large\20230213_084704_jpg.rf.e42e6f886b69dab31f5c77f77ec3c0ba.jpg,11.4,30.5
../data/raw/banana_set_large\20230213_084710_jpg.rf.b782a103b98d14dd1df831411d9c931c.jpg,14.0,19.5
../data/raw/banana_set_large\20230213_084814_jpg.rf.48e6f250664ce884e4d228e0e6106ef4.jpg,8.5,12.7
../data/raw/banana_set_large\20230213_084820_jpg.rf.567ff366b293c4266f038b26928a88c7.jpg,14.1,14.3
../data/raw/banana_set_large\20230213_084837_jpg.rf.a15b7881a493ef0df28c5aae896f1b9a.jpg,5.4,25.9
../data/raw/banana_set_large\20230213_084849_jpg.rf.d6a8116e374528b901b04cb86b3cd38f.jpg,10.0,27.2
../data/raw/banana_set_large\20230213_084856_jpg.rf.03f5b96a18483342238710f02e926f3d.jpg,12.7,9.2
../data/raw/banana_set_large\20230213_084906_jpg.rf.8b54e55f049d2e15179c293916dca0b9.jpg,9.0,24.4
../data/raw/banana_set_large\20230213_084922_jpg.rf.2f04d1247705bd5f941fb004d99d2268.jpg,12.5,8.5
../data/raw/banana_set_large\20230213_084936_jpg.rf.dc9bb7b9a00dbf865606e382f023546d.jpg,8.5,12.2
../data/raw/banana_set_large\20230213_084943_jpg.rf.102773c5fe0ca6fbd20654f89ed4bfa8.jpg,10.0,24.6
../data/raw/banana_set_large\20230213_085021_jpg.rf.0d9f485876aa9ba9854b43ae50ff1deb.jpg,13.9,25.2
../data/raw/banana_set_large\20230213_085021_jpg.rf.282668716f872312c5ba44bfb13c8522.jpg,3.1,26.0
../data/raw/banana_set_large\20230213_085028_jpg.rf.360c75e613d78cb6fb9e4acfa5fd13f7.jpg,15.3,34.6
../data/raw/banana_set_large\20230213_085029_jpg.rf.ef6096d3cf888267cd6bccfd0d66a773.jpg,5.9,28.0
../data/raw/banana_set_large\20230213_085034_jpg.rf.5f03ac3e4433afeeba515b4efdc14a5e.jpg,19.3,41.6
../data/raw/banana_set_large\20230213_085045_jpg.rf.c3458d6ebf8c65a84b11e6584c0aebb8.jpg,19.4,48.5
../data/raw/banana_set_large\20230213_085102_jpg.rf.ead89cab56b9e4a9c0596763c1cc4b94.jpg,25.8,36.7
../data/raw/banana_set_large\20230213_085109_jpg.rf.f5f720a7bb8ffea67c52784f1ef719fc.jpg,25.5,38.2
../data/raw/banana_set_large\20230213_085116_jpg.rf.d02b3acc37e824932aad7271e96902f1.jpg,18.9,35.8
../data/raw/banana_set_large\20230213_085123_jpg.rf.0f536cf1cc256ea8b3dc03d6552b34ab.jpg,19.2,35.5
../data/raw/banana_set_large\20230213_085130_jpg.rf.84a128f5ad83710cdffc0d07ab092279.jpg,18.4,20.9
../data/raw/banana_set_large\20230213_085150_jpg.rf.de02f02e2fffe15aa4964146e753cf86.jpg,18.2,39.6
../data/raw/banana_set_large\20230213_085157_jpg.rf.ffafc7ea28ccdb877d5af83d8ae99d95.jpg,27.5,31.0
../data/raw/banana_set_large\20230213_085204_jpg.rf.4d6701b31f0d5cca8086fa4726f06eac.jpg,18.1,11.1
../data/raw/banana_set_large\20230213_085211_jpg.rf.fc2938f70ad5e0c8bee7e62477666c55.jpg,35.1,69.2
../data/raw/banana_set_large\20230217_082432_jpg.rf.d45fad6b053464cc53ccad0ad383186f.jpg,34.5,34.6
../data/raw/banana_set_large\20230217_082443_jpg.rf.cda337caad6e56bc8c63a7d5c7bd7afe.jpg,11.4,18.5
../data/raw/banana_set_large\20230217_082450_jpg.rf.3fefca46aa1144bb51658cc53a3a3d76.jpg,17.8,14.3
../data/raw/banana_set_large\20230217_082458_jpg.rf.cdec0a01ca839c625ea456981490b84b.jpg,8.3,17.7
../data/raw/banana_set_large\20230217_082606_jpg.rf.cca38f3afce3cd6f1e0eeab98f335987.jpg,16.1,9.9
../data/raw/banana_set_large\20230217_082615_jpg.rf.65ccfddb5690898fc89cce09327809ef.jpg,15.1,21.4
../data/raw/banana_set_large\20230217_082637_jpg.rf.959e0cf656875b886eb2a66466c618fe.jpg,8.7,8.4
../data/raw/banana_set_large\20230217_082647_jpg.rf.23feb82f25718c7e919302d68feb6575.jpg,22.6,25.0
../data/raw/banana_set_large\20230217_082704_jpg.rf.e0176e501937bd717995b6051c932405.jpg,10.8,6.5
../data/raw/banana_set_large\20230217_082759_jpg.rf.d3187c80766a99a7f67854b1cac083b7.jpg,13.3,12.4
../data/raw/banana_set_large\20230217_082804_jpg.rf.7df439e6f3904a361e9f5536873fa4a4.jpg,16.2,11.6
../data/raw/banana_set_large\20230217_082807_jpg.rf.705a8d6830cc86a3a00e7fa74b63082e.jpg,21.0,9.3
../data/raw/banana_set_large\20230217_082812_jpg.rf.9680bafaf3573b7e9b867fa2683f3e30.jpg,19.6,27.9
../data/raw/banana_set_large\20230217_082816_jpg.rf.ff5a0f29575e170fc27c06629907579d.jpg,25.5,31.1
../data/raw/banana_set_large\20230217_082849_jpg.rf.4b178fdf782a78b8c636ae9196784ac2.jpg,15.1,13.0
../data/raw/banana_set_large\20230217_082855_jpg.rf.0d552c7278e41d527f1adacddd925272.jpg,17.3,22.0
../data/raw/banana_set_large\20230217_082900_jpg.rf.230698c94ffaeeb91b985fa19e7e6c47.jpg,18.1,24.3
../data/raw/banana_set_large\20230217_082904_jpg.rf.1513b1bf3cd0c69467a24c33d9ea25ad.jpg,20.2,24.1
../data/raw/banana_set_large\20230217_082914_jpg.rf.dd8606404d08aafcfb9707080a4ac422.jpg,12.9,14.1
../data/raw/banana_set_large\20230217_082922_jpg.rf.d61c0cf40363b4e6ba8dd98263a98b90.jpg,16.6,13.6
../data/raw/banana_set_large\20230217_082930_jpg.rf.1929d45339eed2b9d8f9c52889b59b0c.jpg,10.8,19.0
../data/raw/banana_set_large\20230217_082947_jpg.rf.991924dbed850e26cdf76238a126060d.jpg,17.9,30.8
../data/raw/banana_set_large\20230217_083001_jpg.rf.b9b1375cbcfcd48020314636f2d37e43.jpg,15.1,17.8
../data/raw/banana_set_large\20230217_083110_jpg.rf.18fea8c4bf04603999ce6ad5bf4aae3b.jpg,26.3,28.2
../data/raw/banana_set_large\20230217_083116_jpg.rf.8cffae05602fc6a81daa5a7e813e8384.jpg,10.4,32.5
../data/raw/banana_set_large\20230217_083121_jpg.rf.c5604f5bcfd9c35211720f25b22b8ac2.jpg,17.3,23.6
../data/raw/banana_set_large\20230217_083127_jpg.rf.c70e75cd40753d65987cf46d4e5e658c.jpg,16.7,21.7
../data/raw/banana_set_large\20230217_083131_jpg.rf.20dc6b78821588031d7f612a0da43b29.jpg,21.3,21.8
../data/raw/banana_set_large\20230217_083135_jpg.rf.32684d9dde28a7f4537d6cde8dd36636.jpg,17.5,23.8
../data/raw/banana_set_large\20230217_083139_jpg.rf.0f15776eae1a6a79edd65c9c685fd96d.jpg,14.7,29.9
../data/raw/banana_set_large\20230217_083159_jpg.rf.143dbf946c198ba40fe3ad12be6075d1.jpg,16.3,23.4
../data/raw/banana_set_large\20230217_083204_jpg.rf.c09f18f0865f7276b5c7ef0f6fb8a1fa.jpg,17.3,19.6
../data/raw/banana_set_large\20230217_083217_jpg.rf.219f56ffe4bbf04b02342e74f02c2b1f.jpg,18.5,22.1
../data/raw/banana_set_large\20230217_083220_jpg.rf.eef97a341083225d73e3fa6d3f3cd9e0.jpg,18.7,20.0
../data/raw/banana_set_large\20230217_083226_jpg.rf.2501d9b3fb1670bc7c8c96d1e99beb9d.jpg,6.4,23.3
../data/raw/banana_set_large\20230217_083231_jpg.rf.cd727d44ac811100c8fab0cd2c1455b7.jpg,13.7,15.8
../data/raw/banana_set_large\20230217_083241_jpg.rf.31a92936942264e60d671988fd40eb25.jpg,19.5,28.3
../data/raw/banana_set_large\20230217_083307_jpg.rf.3bb16736bfebb5561769b9edf3f8156e.jpg,16.4,8.7
../data/raw/banana_set_large\20230217_083312_jpg.rf.c4403dbd4fc4ae428a322d79d46708c7.jpg,14.9,17.5
../data/raw/banana_set_large\20230217_083346_jpg.rf.598c513118c4657a2c3ffd23aa192a7e.jpg,3.6,13.2
../data/raw/banana_set_large\20230217_083446_jpg.rf.bd151a3ca230eaae04a21ae8070ffe1d.jpg,0.4,29.2
../data/raw/banana_set_large\20230217_083451_jpg.rf.65529bf6967ae2e483878e221a5fd319.jpg,8.4,4.7
../data/raw/banana_set_large\20230217_083455_jpg.rf.9d94dd9cbfeee6d8f9dd3e0a00bf2b93.jpg,24.1,19.2
../data/raw/banana_set_large\20230217_083459_jpg.rf.878e27c392e978b321ae9f690d2b8321.jpg,19.2,9.8
../data/raw/banana_set_large\20230217_083503_jpg.rf.686152308412c0259d90f23e130c00d9.jpg,15.6,10.8
../data/raw/banana_set_large\20230217_083506_jpg.rf.dd58fabc6abd6c19e38aff4f04c6be28.jpg,15.5,11.2
../data/raw/banana_set_large\20230217_083510_jpg.rf.01c12d8b3371cbd807fa3503926383b0.jpg,4.7,9.9
../data/raw/banana_set_large\20230217_083513_jpg.rf.48118a65ef034000566d45518d04a93b.jpg,19.5,9.1
../data/raw/banana_set_large\20230217_083527_jpg.rf.9f620997a6e720847038ae1ee037585c.jpg,17.6,7.2
../data/raw/banana_set_large\20230217_083530_jpg.rf.07982f9239cbe2acb2615f47c56c9020.jpg,13.0,10.5
../data/raw/banana_set_large\20230217_083537_jpg.rf.251a04456e46260dd9037fe26a87a4c7.jpg,12.9,24.5
../data/raw/banana_set_large\20230217_083540_jpg.rf.123f3c56b8bd8216b1b6ce6b6a295bee.jpg,10.3,11.0
../data/raw/banana_set_large\20230217_083544_jpg.rf.20e7f7f3b501844cacff3deaf6bed4cb.jpg,22.2,31.9
../data/raw/banana_set_large\20230217_083547_jpg.rf.545fe5c1a83cbaa0fa5705b6f597d1a3.jpg,18.5,25.5
../data/raw/banana_set_large\20230217_083550_jpg.rf.82290bb158267e8dca7907ff67944a9e.jpg,21.6,26.1
../data/raw/banana_set_large\20230217_083556_jpg.rf.ea9ee6bc56fad85f1e0b1be4b988740c.jpg,17.9,14.1
../data/raw/banana_set_large\20230217_083600_jpg.rf.2971cb930613ed6c6cdff31d5b21cfce.jpg,8.9,7.4
../data/raw/banana_set_large\20230217_083604_jpg.rf.c74507be200fd1399ed3808dab2524ef.jpg,11.5,14.3
../data/raw/banana_set_large\20230217_083610_jpg.rf.b8c21c823cce4183d2c60ddba0537722.jpg,19.5,12.1
../data/raw/banana_set_large\20230217_083614_jpg.rf.122db4045bb9dbc559119e462f0e27a0.jpg,32.3,26.2
../data/raw/banana_set_large\20230217_083637_jpg.rf.778356ff9626397d96ca62867851c762.jpg,17.9,10.8
../data/raw/banana_set_large\20230217_083641_jpg.rf.ed97f209e443994017bea7cca25c9e37.jpg,18.8,14.0
../data/raw/banana_set_large\20230217_083645_jpg.rf.571bdc87ae2539e7e88dcccb893c65e0.jpg,31.1,25.3
../data/raw/banana_set_large\20230217_083648_jpg.rf.4b5d23ed05a716d84bd03a4d45b06427.jpg,12.8,14.3
../data/raw/banana_set_large\20230217_083700_jpg.rf.5f312e6f64171a7d9e77d0abc1e23376.jpg,18.3,8.5
../data/raw/banana_set_large\20230217_083704_jpg.rf.c9a4286a7dffa612baffd20f9c2e466b.jpg,25.4,26.6
../data/raw/banana_set_large\20230217_083716_jpg.rf.82f221bb9d435e34fd16fdcad95f333b.jpg,7.7,34.0
../data/raw/banana_set_large\20230217_083720_jpg.rf.85bc8b4bf8824ca01d4afad7460720b1.jpg,25.8,12.2
../data/raw/banana_set_large\20230217_083723_jpg.rf.c52b71858699afa8b86714bf0bc1c845.jpg,30.0,28.3
../data/raw/banana_set_large\20230217_083727_jpg.rf.cf5056ba16885b8eb10a33231371ad53.jpg,16.9,8.7
../data/raw/banana_set_large\20230217_083733_jpg.rf.0d9c82c3c42659cbb3b52454e9d0b897.jpg,16.7,27.1
../data/raw/banana_set_large\20230217_083742_jpg.rf.c5218b5ea4b09648ec19d663f10ad37c.jpg,12.9,18.3
../data/raw/banana_set_large\20230217_083751_jpg.rf.c399316218d2bdd585f08a19e7a59bea.jpg,11.5,6.1
../data/raw/banana_set_large\20230217_083756_jpg.rf.eb7de7133739ba88b0e3658f601fb05c.jpg,7.9,38.8
../data/raw/banana_set_large\20230217_083801_jpg.rf.b95b672a62d78ff5c5b5d441b47d67d4.jpg,27.5,19.9
../data/raw/banana_set_large\20230217_083808_jpg.rf.bf30fde9c21d83ce0b5568140023ed13.jpg,18.9,21.3
../data/raw/banana_set_large\20230217_083811_jpg.rf.9be0b67dafecf927beef97a14fd1917b.jpg,16.4,18.6
../data/raw/banana_set_large\20230217_083817_jpg.rf.77c7eafe4bf7a0c041d7b3db0dda35da.jpg,17.3,10.4
../data/raw/banana_set_large\20230217_083823_jpg.rf.dd46b1d62d2cbc2633f829e2e1679380.jpg,16.1,10.3
../data/raw/banana_set_large\20230217_083828_jpg.rf.f53fdc5973461d3e2aed7e0c2981fc30.jpg,5.5,11.8
../data/raw/banana_set_large\20230217_083842_jpg.rf.3a7244eb36538bfbe4ad37112c5cea6a.jpg,11.2,15.2
../data/raw/banana_set_large\20230217_083847_jpg.rf.4cd8b7c336413652c313f2bf72aab74e.jpg,5.7,11.9
../data/raw/banana_set_large\20230217_083858_jpg.rf.7a60baf0cc45c754a0abb59e705f2f1e.jpg,0.6,12.5
../data/raw/banana_set_large\20230217_084143_jpg.rf.4a1e9fc14c87cc2884a8ecd16e5f3f52.jpg,19.4,17.4
../data/raw/banana_set_large\20230217_084149_jpg.rf.a46664716047eb11662ee1426e1da500.jpg,5.7,7.2
../data/raw/banana_set_large\20230217_084152_jpg.rf.caf78e93e055a1ddba3b24589d2a9587.jpg,16.8,10.9
../data/raw/banana_set_large\20230217_084157_jpg.rf.a3be60f677015e6c9830dbbe5fd3c7ad.jpg,19.4,18.1
../data/raw/banana_set_large\20230217_084201_jpg.rf.138f41461f6f1a7fe2b61b33293cac10.jpg,15.8,11.1
../data/raw/banana_set_large\20230217_084207_jpg.rf.135fee9806b9afdb961db8908f438f50.jpg,17.5,14.6
../data/raw/banana_set_large\20230217_084218_jpg.rf.87c7227b9a131e57d822fa425cccefa2.jpg,18.6,23.3
../data/raw/banana_set_large\20230217_084224_jpg.rf.a706bd833ecd812df9d992556da60137.jpg,10.8,16.5
../data/raw/banana_set_large\20230217_084232_jpg.rf.91fe79251f1880f00a456b1142b5961d.jpg,15.8,14.0
../data/raw/banana_set_large\20230217_084238_jpg.rf.3a2b12e94728a7618ba2b9b540233f6e.jpg,15.2,16.0
../data/raw/banana_set_large\20230217_084255_jpg.rf.451d5309185d621e84b4868522536399.jpg,18.9,12.2
../data/raw/banana_set_large\20230217_084259_jpg.rf.ef3ac51910916d0f97194c8078a2625b.jpg,19.4,20.0
../data/raw/banana_set_large\20230217_084303_jpg.rf.4a6c3800fe1a6b0160d016fa93695fec.jpg,22.4,18.7
../data/raw/banana_set_large\20230217_084317_jpg.rf.0776215d4d46d8eb12ed546db17bbcf4.jpg,23.6,17.7
../data/raw/banana_set_large\20230217_084338_jpg.rf.8ccf645d170599b28acb540f074b176f.jpg,5.7,9.7
../data/raw/banana_set_large\20230217_084343_jpg.rf.fc804e6304e2ff5063f4ce233dfe7c03.jpg,9.0,13.6
../data/raw/banana_set_large\20230217_084350_jpg.rf.c90e365cf46ef72979d8f834a0738a28.jpg,11.4,10.3
../data/raw/banana_set_large\20230217_084810_jpg.rf.20c5ac54a682fcf7e5726c031e620040.jpg,15.9,22.2
../data/raw/banana_set_large\20230217_084817_jpg.rf.505082950a20c96d407a99ad2622dfad.jpg,21.0,16.4
../data/raw/banana_set_large\20230217_084822_jpg.rf.5c05d5ebafe2c27a74f587d47b0c83bf.jpg,17.2,21.0
../data/raw/banana_set_large\20230217_084827_jpg.rf.f6a8efeced1cef893e60a63b7eeaf612.jpg,21.2,17.1
../data/raw/banana_set_large\20230217_084832_jpg.rf.adc3a1a07eb5031806a8393fba6f56d0.jpg,25.5,13.0
../data/raw/banana_set_large\20230217_084840_jpg.rf.d13cabd71f8c63deb5c2adedb3ea298b.jpg,13.4,21.5
../data/raw/banana_set_large\20230217_084845_jpg.rf.feadf7310dd33df28f4686d481aeeec4.jpg,18.2,15.1
../data/raw/banana_set_large\20230217_084852_jpg.rf.baa7fa3577dea5828cefbe914a11eca6.jpg,19.5,16.5
../data/raw/banana_set_large\20230217_084858_jpg.rf.971f8ae0ac40a27eccb784bb9ceae05f.jpg,17.4,19.3
../data/raw/banana_set_large\20230217_085433_jpg.rf.92371b99372d9073bf62e7cd149d26c1.jpg,13.5,54.6
../data/raw/banana_set_large\20230217_085435_jpg.rf.dd13d0c2276ef1b912e559294cf8aae5.jpg,26.3,60.7
../data/raw/banana_set_large\20230217_085438_jpg.rf.95bda1a6a071beaab0819abf63615081.jpg,22.6,70.0
../data/raw/banana_set_large\20230217_085443_jpg.rf.ab21c905eccf2c989e73e203af073e7a.jpg,22.8,74.8
../data/raw/banana_set_large\20230217_085445_jpg.rf.0437251d7834a25e6c0b84fdcd257cae.jpg,26.0,48.7
../data/raw/banana_set_large\20230217_085449_jpg.rf.9a3f672ff0156c60de1a84aba362ec4c.jpg,19.8,63.7
../data/raw/banana_set_large\20230217_085453_jpg.rf.4c7ae4c64e1ea736ec7de8a98c351bf8.jpg,30.9,63.0
../data/raw/banana_set_large\20230217_085456_jpg.rf.a2937802a1c4a7dc5f986290693fc136.jpg,33.6,59.4
../data/raw/banana_set_large\20230217_085500_jpg.rf.66a463682db84b1da946d37519ce593a.jpg,17.3,72.0
../data/raw/banana_set_large\20230217_085504_jpg.rf.f8007b8d439cd059766986ba86c70c33.jpg,31.4,70.6
../data/raw/banana_set_large\20230217_085508_jpg.rf.51a4c29a7368caf89f267cc02e3b3d09.jpg,11.9,65.9
../data/raw/banana_set_large\20230217_085812_jpg.rf.233185e103ab382d454c71e249c8d817.jpg,38.2,87.0
../data/raw/banana_set_large\20230217_085833_jpg.rf.5ae0c7222e18b72b41f2fb15ec8cb147.jpg,11.2,92.4
../data/raw/banana_set_large\20230217_085841_jpg.rf.fd776f4e77c3b7bbfb761cfcd6a18980.jpg,12.1,83.8
../data/raw/banana_set_large\20230217_085848_jpg.rf.47866871d5f4bf07c75646c628306ede.jpg,12.6,92.4
../data/raw/banana_set_large\20230217_085856_jpg.rf.40eb02280045fd20490bbedbaad6668e.jpg,18.3,85.2
../data/raw/banana_set_large\20230217_085906_jpg.rf.0707f21b7d47969f293b3200522683d8.jpg,15.0,84.9
../data/raw/banana_set_large\20230217_085921_jpg.rf.7232676e6212824de8636193198a4d6a.jpg,12.1,92.6
../data/raw/banana_set_large\20230217_085930_jpg.rf.c4964abb5d6e3225c927e71c6be5003e.jpg,12.0,91.4
